year,state_population,murder,robbery,agg_assault,burglary,larceny,vehicle_theft,rape,murder_cutting,murder_firearms,murder_other,murder_unarmed,mass_shootings,hate_crime_murder,hate_crime_other,state,total
2006,18089888,1129,34147,87851,170873,473774,76454,6475,,,,,0,1,215,Florida,850919
2006,9363941,605,15511,26469,85140,234445,43127,2169,64,403,67,14,0,0,13,Georgia,407479
2006,1285498,21,1144,2090,8724,37784,7739,353,3,7,6,5,0,,,Hawaii,57855
2006,1466465,35,294,2726,7545,25154,2436,611,6,22,5,3,0,0,22,Idaho,38823
2006,12831970,780,23782,40858,77259,272578,37641,4078,46,392,35,14,0,0,156,Illinois,457132
2006,6313520,361,7175,10956,45538,150655,21590,1811,36,239,45,19,0,0,40,Indiana,238126
2006,2982085,55,1309,6286,18160,60998,5044,871,13,23,11,7,0,0,29,Iowa,92752
2006,2764075,125,1878,8678,20086,75450,8724,1279,14,70,33,9,0,0,111,Kansas,116331
2006,4206074,173,3850,6026,27867,72197,9364,1312,22,98,16,14,0,0,66,Kentucky,120855
2006,4287768,555,5928,22853,46703,112605,15667,1587,35,396,37,20,0,0,22,Louisiana,205920
2006,1321574,23,383,786,6846,25465,1347,341,1,12,8,2,0,0,57,Maine,35248
2006,5615727,546,14376,22011,37459,127502,30523,1178,72,403,46,25,0,0,212,Maryland,233807
2006,6437193,188,8080,22178,35243,100725,17975,1771,42,111,28,4,0,0,384,Massachusetts,186544
2006,10095643,721,14229,36684,76313,199183,50098,5347,50,498,134,29,0,0,614,Michigan,383189
2006,5167101,126,5441,8830,30306,115693,13277,1645,20,75,9,13,0,0,137,Minnesota,175455
2006,2910540,231,3259,4547,27117,57406,8330,1039,18,121,24,10,0,0,3,Mississippi,101932
2006,5842713,369,7597,22167,44734,153874,25399,1764,36,246,41,11,0,0,82,Missouri,255986
2006,944632,33,233,2950,3380,21659,1947,348,3,4,7,3,0,0,24,Montana,30574
2006,1768331,51,1136,3433,9535,44710,5166,577,2,5,7,2,0,0,56,Nebraska,64664
2006,2495529,226,7038,10331,24902,50429,27007,1092,34,133,45,12,0,0,125,Nevada,121150
2006,1314895,13,435,1042,4395,20179,1486,295,6,3,1,2,0,0,38,New Hampshire,27883
2006,8724560,427,13360,15562,39384,134687,24749,1201,69,289,47,23,0,0,760,New Jersey,230130
2006,1954599,134,2095,9495,20906,45864,9230,1073,21,57,7,14,0,0,20,New Mexico,88817
2006,19306183,922,34459,45467,68617,297827,32133,3168,141,400,351,29,0,1,521,New York,483115
2006,8856505,539,13468,25586,107333,227114,30102,2495,59,338,75,58,1,0,100,North Carolina,406738
2006,635867,14,75,925,2601,9672,1086,241,4,1,3,0,0,0,16,North Dakota,14630
2006,11478006,560,19418,16743,105639,279718,37977,4770,40,334,84,29,0,0,305,Ohio,465130
2006,3579212,210,3145,13062,34437,81853,13438,1488,18,133,35,21,0,0,51,Oklahoma,147684
2006,3700758,88,2711,6516,24324,98897,14637,1219,22,44,12,7,0,0,144,Oregon,148536
2006,12440621,741,21095,29581,57739,217142,29708,3611,51,554,87,27,3,0,86,Pennsylvania,359706
2006,1067610,27,740,1404,5453,18852,3609,289,8,7,11,2,0,0,19,Rhode Island,30393
2006,4321249,362,5902,25224,42952,125075,16685,1834,44,253,42,20,0,0,82,South Carolina,218116
2006,781919,30,158,1418,3024,9954,834,465,2,2,4,0,0,0,88,South Dakota,15971
2006,6038803,419,11143,32287,63024,164183,22653,2194,43,271,71,24,0,0,206,Tennessee,296109
2006,23507783,1386,37256,74531,215710,648711,95425,8429,162,949,183,87,0,0,243,Texas,1081691
2006,2550063,51,1242,3587,14721,66480,8371,891,6,21,9,10,0,0,37,Utah,95380
2006,623908,14,114,604,3443,10857,620,173,1,7,2,2,1,0,27,Vermont,15853
2006,7642884,403,7779,11672,32166,143292,14799,1829,49,264,70,15,0,0,341,Virginia,212281
2006,6395798,197,6424,12934,58843,183179,46434,2748,31,107,28,20,1,0,177,Washington,310937
2006,1818470,80,853,3776,11579,32305,4057,404,9,40,18,4,0,0,35,West Virginia,53089
2006,5556506,165,5564,8937,27038,115682,14028,1233,23,95,29,16,0,0,85,Wisconsin,172732
2006,515004,13,72,1071,2322,12255,804,151,3,5,0,1,0,0,5,Wyoming,16693
2007,4627851,412,7398,11417,45379,124465,14238,1548,38,285,47,15,0,0,7,Alabama,204864
2007,683478,43,581,3351,3734,16929,2433,545,5,21,5,12,0,0,8,Alaska,27624
2007,6338755,548,9764,20170,59988,177076,50244,2353,44,323,67,30,0,0,161,Arizona,320304
2007,2834797,198,3105,10629,32035,73096,6999,1294,20,130,29,12,0,0,33,Arkansas,127389
2007,36553215,2262,70706,109547,237850,654526,220134,9046,298,1605,228,118,0,2,1398,California,1305471
2007,4861515,155,3461,11410,28633,100519,16656,2075,23,85,25,17,1,0,158,Colorado,163068
2007,3502309,113,4303,5441,15640,60937,9951,690,14,57,20,4,0,0,144,Connecticut,97219
2007,864764,39,1763,3957,6420,20454,2342,341,6,22,8,1,0,0,49,Delaware,35365
2007,18251243,1202,38155,86372,181836,490783,73630,6149,,,,,0,1,165,Florida,878293
2007,9544750,720,17291,26708,90294,238436,42518,2198,84,485,99,6,0,0,13,Georgia,418178
2007,1283388,24,1122,2021,9089,37494,6283,377,3,3,1,5,0,,,Hawaii,56410
2007,1499402,49,243,2942,7131,24727,2266,607,5,25,14,5,0,0,38,Idaho,38003
2007,12852548,752,23100,40573,75524,267911,33887,4103,53,343,57,10,0,0,167,Illinois,446017
2007,6345289,350,7845,11377,46485,147999,19403,1738,38,231,44,20,0,0,41,Indiana,235238
2007,2988046,39,1328,6633,17176,57018,4939,970,11,12,8,5,0,0,28,Iowa,88131
2007,2775997,106,2022,9315,20461,73900,8600,1287,12,63,23,6,0,0,111,Kansas,115802
2007,4241474,206,4068,6690,27820,71489,8678,1365,19,131,27,19,0,0,49,Kentucky,120365
2007,4293204,625,6316,23421,46932,118291,15293,1427,45,455,55,22,0,0,31,Louisiana,212336
2007,1317207,20,349,804,6745,24228,1276,392,6,9,4,2,0,0,72,Maine,33886
2007,5618344,554,13258,21072,37095,127308,28393,1179,53,414,63,23,0,0,151,Maryland,229010
2007,6449755,187,7021,19636,35767,103925,15051,1643,31,114,23,14,0,0,353,Massachusetts,183583
2007,10071822,661,13365,35147,75273,191289,41988,4592,64,444,134,30,1,0,636,Michigan,362952
2007,5197621,116,4770,8295,29717,115892,12648,1873,15,61,20,11,0,0,157,Minnesota,173468
2007,2918785,202,2896,4371,27223,56473,7191,1033,15,119,12,6,0,0,3,Mississippi,99392
2007,5878415,367,7728,23082,44897,156319,23897,1785,34,247,55,15,0,0,114,Missouri,258189
2007,957861,27,233,3015,3476,22315,2046,363,2,10,1,1,0,0,21,Montana,31496
2007,1774571,71,1115,3788,9035,41484,5246,550,2,9,6,5,1,0,45,Nebraska,61335
2007,2565382,193,6938,11138,24911,49844,22363,1096,25,123,32,12,1,0,63,Nevada,116547
2007,1315828,12,451,1076,5074,19909,1411,357,2,7,2,0,0,0,48,New Hampshire,28338
2007,8685920,381,12567,14564,37234,133145,21959,1032,46,260,37,37,0,1,747,New Jersey,221630
2007,1969915,183,2323,9777,20823,45442,8903,1028,20,81,26,21,0,0,14,New Mexico,88493
2007,19297729,805,31085,45144,64914,290681,28029,2928,142,500,124,34,0,1,497,New York,464084
2007,9061032,584,13534,25727,108700,233241,27952,2386,63,369,83,40,0,0,75,North Carolina,412199
2007,639715,17,75,999,2314,9500,982,252,1,3,4,4,0,0,14,North Dakota,14153
2007,11466917,529,18351,17218,99049,264677,33955,4661,45,299,101,41,1,0,306,Ohio,438747
2007,3617316,224,3392,13053,34367,80747,13600,1565,35,132,36,19,0,1,29,Oklahoma,146978
2007,3747455,76,2864,6799,22979,95157,14637,1276,12,38,18,4,1,0,169,Oregon,143958
2007,12432792,725,19440,28198,56091,211248,26511,3443,81,527,88,23,0,0,78,Pennsylvania,345734
2007,1057832,19,760,1387,5206,19175,3195,258,7,9,3,0,0,0,49,Rhode Island,30049
2007,4407709,364,6354,26139,45398,126802,17104,1773,40,235,60,14,0,1,116,South Carolina,224051
2007,796214,31,118,1344,2647,10398,784,433,3,4,6,2,0,0,37,South Dakota,15792
2007,6156719,405,11033,32843,61817,168807,21718,2201,50,252,72,23,0,0,239,Tennessee,299063
2007,23904380,1419,38778,73357,228320,663101,94000,8460,177,946,203,93,0,1,241,Texas,1107677
2007,2645330,59,1425,3928,15594,68573,8915,935,5,38,10,5,1,0,57,Utah,99487
2007,621254,13,79,582,3200,10853,649,128,2,9,0,1,0,0,21,Vermont,15525
2007,7712091,415,7696,11131,32028,145634,14101,1793,48,287,51,20,1,0,296,Virginia,213095
2007,6468424,174,6079,12862,52874,170782,38120,2653,27,99,29,15,1,0,196,Washington,283741
2007,1812035,65,847,3716,10822,31321,3477,388,5,37,7,10,0,1,43,West Virginia,50680
2007,5601640,185,5480,9438,27890,117957,13458,1227,18,121,27,16,1,0,69,Wisconsin,175705
2007,522830,21,84,1067,2365,11875,813,172,2,7,1,6,0,0,21,Wyoming,16418
2008,4661900,351,7346,11795,50411,126539,13466,1618,24,262,35,17,0,0,11,Alabama,211537
2008,686293,27,645,3356,3237,15225,1628,447,1,13,6,7,0,0,8,Alaska,24573
2008,6500180,462,9809,19096,58606,169460,38587,2200,45,290,45,25,1,0,185,Arizona,298406
2008,2855390,165,2777,10244,33912,69905,6543,1463,17,110,25,5,1,0,92,Arkansas,125102
2008,36756666,2142,69388,104896,237811,650656,192529,8903,294,1487,241,120,1,2,1380,California,1267708
2008,4939456,165,3404,11760,28054,97937,13349,2151,31,86,17,17,0,1,163,Colorado,156984
2008,3501252,132,4043,5882,15107,63212,8891,680,27,71,11,3,0,0,179,Connecticut,98126
2008,873092,57,1847,3912,6783,22045,2557,371,6,44,5,2,0,0,62,Delaware,37634
2008,18328340,1168,36268,82848,188472,506902,63515,5972,,,,,0,0,153,Florida,885298
2008,9685744,640,17808,26571,100564,247709,39644,2334,73,435,98,8,0,0,12,Georgia,435282
2008,1288198,26,1085,2036,9404,31424,5116,363,8,11,0,6,0,,,Hawaii,49454
2008,1523816,23,239,2839,6748,23532,1660,579,0,14,3,6,0,0,30,Idaho,35650
2008,12901563,790,24054,38818,78968,266815,32572,4118,48,421,50,11,1,0,120,Illinois,446256
2008,6376792,322,7580,11912,48805,147334,17500,1711,28,220,39,19,0,0,61,Indiana,235225
2008,3002555,77,1249,6388,16598,52299,4376,937,16,25,20,13,0,0,33,Iowa,81957
2008,2802134,113,1681,8534,19651,67826,7405,1226,15,61,17,17,0,0,115,Kansas,106551
2008,4269245,201,4080,6952,29556,77279,7657,1457,25,121,27,9,1,0,79,Kentucky,127262
2008,4410796,544,6241,21578,45524,112091,13564,1250,33,309,34,14,0,0,67,Louisiana,200859
2008,1316456,31,333,829,6559,24695,1179,379,10,11,4,6,0,0,63,Maine,34068
2008,5633597,493,13203,20570,38849,133983,25333,1127,61,353,51,28,0,1,99,Maryland,233658
2008,6497967,166,7077,21143,36251,106913,12755,1751,49,89,23,3,0,0,336,Massachusetts,186392
2008,10003422,554,13246,33205,74787,184558,35755,4507,40,375,94,27,0,0,577,Michigan,347189
2008,5220393,110,4179,7759,26558,112764,10195,1805,22,54,22,8,0,0,164,Minnesota,163534
2008,2938618,236,3079,4669,25506,53730,6252,958,15,142,20,7,0,0,4,Mississippi,94434
2008,5911605,456,7395,20238,45763,150002,20757,1612,41,349,53,12,1,0,99,Missouri,246323
2008,967440,40,204,2411,3689,20834,1777,358,4,11,4,4,0,0,28,Montana,29341
2008,1783432,69,1297,3603,8731,38394,4225,601,4,9,8,1,0,0,100,Nebraska,57020
2008,2600167,165,6486,11216,24254,49814,15938,1106,27,93,35,8,0,0,94,Nevada,109073
2008,1315809,14,421,1234,4266,22714,1407,385,3,2,7,0,0,0,45,New Hampshire,30486
2008,8682661,376,12701,14152,40402,138545,20180,1122,67,236,39,34,0,0,744,New Jersey,228222
2008,1984356,161,2151,9537,20706,46995,8017,1118,22,88,13,11,0,0,9,New Mexico,88694
2008,19490297,836,31787,42125,65544,297962,25093,2798,184,475,147,29,0,2,603,New York,466750
2008,9222414,599,14323,25907,111556,234480,26727,2296,54,362,102,68,0,0,124,North Carolina,416012
2008,641481,11,73,1026,2336,9782,911,331,2,0,0,1,0,0,16,North Dakota,14486
2008,11485910,547,18706,16652,102428,260788,28451,4531,38,293,90,39,0,0,355,Ohio,432458
2008,3642361,215,3698,13975,35247,80265,11023,1471,33,128,28,23,0,1,53,Oklahoma,145948
2008,3790060,87,2656,5983,21115,92677,11377,1183,16,47,18,1,0,0,191,Oregon,135269
2008,12448279,705,18873,27981,58687,219115,22492,3485,66,521,86,27,0,0,70,Pennsylvania,351408
2008,1050788,31,880,1463,5766,20926,3203,282,6,18,4,1,0,0,35,Rhode Island,32586
2008,4479800,307,6595,24158,45964,126316,17670,1686,31,206,43,24,0,0,154,South Carolina,222850
2008,804194,37,134,1494,2683,10266,918,562,1,13,7,1,0,0,44,South Dakota,16138
2008,6214888,412,10804,31619,65093,166793,19203,2078,53,240,91,24,0,1,269,Tennessee,296272
2008,24326974,1370,37739,76421,230046,654435,85384,8055,230,895,140,107,0,0,247,Texas,1093697
2008,2736424,41,1421,3788,14766,70299,7308,915,8,19,8,6,0,0,40,Utah,98578
2008,621270,17,93,611,3515,11802,586,133,0,8,6,3,0,0,22,Vermont,16779
2008,7769089,370,7470,10397,32188,151191,13347,1794,54,240,61,11,0,0,267,Virginia,217024
2008,6549224,193,6419,12623,53136,167013,29134,2653,32,110,25,23,0,0,240,Washington,271411
2008,1814468,67,896,3654,10840,31967,3164,389,5,33,13,4,0,0,46,West Virginia,51023
2008,5627967,146,5163,9070,27459,116456,11541,1128,25,80,22,19,0,0,95,Wisconsin,171058
2008,532668,12,87,1046,2198,11584,733,185,3,4,1,2,0,0,6,Wyoming,15851
2009,4708708,322,6265,13103,48844,118072,11091,1504,29,229,40,20,1,0,9,Alabama,199211
2009,698473,22,654,3235,3600,15251,1687,513,4,13,3,2,0,0,9,Alaska,24971
2009,6595778,380,8199,17270,54308,155976,26437,2279,61,197,53,17,0,0,219,Arizona,265068
2009,2889450,179,2576,10772,34753,68228,6097,1378,21,107,38,5,0,0,75,Arkansas,124058
2009,36961664,1972,64093,100156,230198,615402,163833,8713,291,1360,214,107,1,2,1016,California,1185386
2009,5024748,159,3371,11223,26637,95079,12480,2269,23,94,30,20,0,1,207,Colorado,151426
2009,3518288,106,4001,5824,15172,59992,7461,657,17,70,14,6,0,0,200,Connecticut,93413
2009,885122,41,1680,3597,6943,20836,1906,395,6,31,1,3,0,0,37,Delaware,35435
2009,18537969,1017,30911,76112,181884,479867,50259,5501,,,,,0,0,130,Florida,825681
2009,9829211,566,14631,24553,98606,229216,33163,2323,56,378,97,12,0,0,11,Georgia,403069
2009,1295178,23,1030,2112,9244,33415,4857,385,3,8,4,6,0,,,Hawaii,51066
2009,1545801,24,254,2952,6682,23066,1472,575,3,5,9,5,0,0,35,Idaho,35060
2009,12910409,773,22923,36588,77850,248821,26676,3901,39,386,48,6,0,0,129,Illinois,417661
2009,6423113,312,7347,12175,48880,137190,13837,1621,34,209,40,10,0,0,55,Indiana,221417
2009,3007856,38,1201,6356,16419,49757,3904,890,8,11,6,9,0,0,17,Iowa,78582
2009,2818747,125,1786,8370,19473,65499,5958,1179,14,85,11,8,0,0,122,Kansas,102512
2009,4314113,184,3642,5643,29880,72938,6096,1531,22,112,27,9,0,2,151,Kentucky,120067
2009,4492076,529,6150,20848,46928,114102,11589,1351,32,402,37,15,0,0,13,Louisiana,201510
2009,1318301,26,399,780,6729,23955,1022,375,6,11,6,3,0,0,50,Maine,33336
2009,5699478,440,12007,20022,36905,125771,19619,1156,58,305,57,18,0,0,102,Maryland,216022
2009,6593587,173,7467,21129,34515,106799,11864,1734,40,93,29,7,0,0,317,Massachusetts,183998
2009,9969727,623,12427,32251,76046,178628,29345,4524,47,437,112,29,0,0,315,Michigan,334159
2009,5266214,74,3619,7392,25580,105160,8546,1789,14,38,8,12,0,0,153,Minnesota,152313
2009,2951996,194,2969,4297,29559,52329,5439,991,22,105,15,9,0,0,2,Mississippi,95780
2009,5987580,387,7437,20083,43591,140764,17428,1606,40,276,50,15,0,0,125,Missouri,231421
2009,974989,32,228,2181,3686,19528,1612,357,4,19,2,3,0,0,28,Montana,27652
2009,1796619,41,1220,3321,8726,37496,3509,617,8,23,4,5,0,0,78,Nebraska,55008
2009,2643085,156,6028,11431,22115,46463,12398,1024,25,91,27,13,0,0,48,Nevada,99663
2009,1324575,11,454,1261,4915,22748,1127,399,3,4,2,1,0,0,26,New Hampshire,30941
2009,8707739,319,11639,14114,36945,128303,15504,1041,44,220,36,19,0,0,549,New Jersey,208414
2009,2009671,198,1932,9510,21955,46182,6502,1069,24,78,29,13,0,0,15,New Mexico,87363
2009,19541453,781,28141,43606,62769,292897,21871,2582,166,481,109,23,1,0,641,New York,453289
2009,9380884,489,11825,23326,107830,215923,19954,2306,49,335,64,32,2,0,103,North Carolina,381758
2009,646844,12,107,1308,2426,9474,913,296,0,3,3,3,0,1,13,North Dakota,14550
2009,11542645,527,17670,15989,104009,249777,22660,4119,52,311,95,44,0,0,303,Ohio,415054
2009,3687050,234,3358,13433,38071,83813,10466,1535,45,125,25,30,0,1,59,Oklahoma,150970
2009,3825657,88,2499,6179,19739,85064,9977,1202,21,41,19,2,0,0,131,Oregon,124879
2009,12604767,664,17504,26394,54772,204588,17822,3626,66,468,100,24,0,0,36,Pennsylvania,325406
2009,1053209,32,785,1565,5753,19403,2402,296,6,18,5,2,0,0,35,Rhode Island,30271
2009,4561242,305,5753,23078,45443,119250,13617,1663,28,197,41,20,0,0,109,South Carolina,209218
2009,812383,30,117,1129,2621,10891,866,501,5,4,1,1,0,0,42,South Dakota,16197
2009,6296254,468,9653,29793,63832,158309,15016,2019,45,295,92,29,0,0,171,Tennessee,279261
2009,24782302,1330,38022,74021,240058,678455,76569,8311,197,862,153,113,1,0,165,Texas,1116932
2009,2784572,39,1304,3714,15258,69556,6937,941,8,25,2,2,0,0,49,Utah,97798
2009,621760,8,111,586,3471,11090,449,132,4,0,1,2,0,0,24,Vermont,15871
2009,7882590,370,6342,9911,31956,150374,11690,1572,41,229,55,22,0,0,150,Virginia,212365
2009,6664195,190,6711,12928,53047,168421,23747,2583,35,101,14,19,2,0,208,Washington,267837
2009,1819777,84,914,4086,12005,31453,2757,470,19,38,13,6,0,0,25,West Virginia,51794
2009,5654774,146,4904,8482,26813,111947,8932,1118,22,95,13,14,0,0,54,Wisconsin,162396
2009,544270,11,78,935,2176,11310,757,172,1,8,1,1,0,0,8,Wyoming,15447
2010,4785401,275,4864,11869,42484,115564,10780,1355,23,135,24,17,1,1,18,Alabama,187211
2010,714146,31,594,3379,3105,15535,1619,533,4,19,4,4,0,0,7,Alaska,24803
2010,6413158,408,6953,16976,50932,154137,21733,2191,51,232,62,7,0,0,236,Arizona,253566
2010,2921588,134,2369,10887,32463,65796,5561,1321,12,93,21,4,0,0,64,Arkansas,118595
2010,37338198,1809,58116,95877,228857,600558,152524,8331,250,1257,201,103,0,1,1091,California,1147164
2010,5047692,129,3164,10816,26196,97534,11271,2230,20,65,21,11,0,0,154,Colorado,151494
2010,3575498,133,3553,5802,15145,56413,6701,595,20,97,8,6,1,0,147,Connecticut,88490
2010,899792,51,1839,3392,7550,21593,1935,326,8,38,0,2,0,0,20,Delaware,36706
2010,18838613,987,26086,69523,169119,458454,41462,5373,,,,,0,0,136,Florida,771140
2010,9712157,555,12372,24034,96947,226161,30341,2107,64,376,85,2,0,0,17,Georgia,392534
2010,1363359,25,1065,2136,8706,31681,5280,377,6,7,5,6,0,,,Hawaii,49270
2010,1571102,22,213,2696,6513,23594,1329,533,4,12,2,3,0,0,28,Idaho,34928
2010,12841980,704,20386,32976,77472,242681,28911,3066,30,364,43,16,0,0,94,Illinois,406290
2010,6490622,268,6559,12396,48570,137204,13500,1760,19,142,25,12,0,0,94,Indiana,220351
2010,3050202,38,1012,6258,16746,48194,3800,883,4,21,9,4,0,0,17,Iowa,76948
2010,2859143,97,1538,7821,19315,63774,6020,1146,13,63,18,6,0,0,58,Kansas,99769
2010,4347223,188,3748,5230,30443,74488,6239,1438,19,116,25,20,0,1,172,Kentucky,121947
2010,4545343,500,5297,18214,45437,110260,9970,1230,42,351,31,13,0,0,13,Louisiana,190921
2010,1327379,24,412,796,7364,24547,989,389,6,11,1,6,0,0,61,Maine,34582
2010,5785681,426,11054,18899,36704,118578,18027,1228,59,293,53,19,0,1,79,Maryland,204996
2010,6555466,214,6897,21842,37903,105124,11469,1784,50,118,31,10,0,0,316,Massachusetts,185549
2010,9877143,580,11522,31858,74345,169748,27408,4733,43,413,71,31,0,0,307,Michigan,320501
2010,5310658,96,3388,7233,24415,103429,8587,1798,14,53,16,8,0,0,127,Minnesota,149073
2010,2970072,204,2777,4087,30453,52784,5359,931,21,120,19,5,0,0,11,Mississippi,96606
2010,5995715,420,6185,19390,44197,140526,16135,1445,35,321,49,14,0,0,142,Missouri,228440
2010,990958,25,154,2222,3692,20166,1551,332,3,12,5,1,0,0,31,Montana,28173
2010,1830141,54,1020,3345,8318,36896,3613,674,8,32,5,6,0,0,61,Nebraska,53981
2010,2704283,158,5298,11508,22286,42533,10185,965,22,84,34,18,0,0,68,Nevada,93001
2010,1316807,13,450,1330,5444,22789,997,411,5,5,3,0,0,0,31,New Hampshire,31465
2010,8799593,371,11818,13885,38732,128754,15556,981,50,246,39,28,0,0,543,New Jersey,210640
2010,2065913,140,1616,9432,21023,44503,5250,959,29,67,15,7,0,0,24,New Mexico,82947
2010,19395206,868,28630,44197,65839,293232,20639,2797,173,517,148,22,0,0,699,New York,456901
2010,9560234,474,9620,22583,102826,208057,18319,2002,56,286,72,31,0,0,94,North Carolina,363975
2010,674629,10,90,1203,2000,9137,873,245,0,4,4,1,0,0,8,North Dakota,13566
2010,11537968,479,16486,15611,107125,248581,21130,3730,40,310,93,17,0,0,247,Ohio,413389
2010,3760184,195,3345,13091,37848,81303,10313,1469,24,111,32,21,0,0,49,Oklahoma,147613
2010,3838332,96,2421,5892,20035,87494,9128,1239,16,36,17,9,0,0,134,Oregon,126439
2010,12717722,653,16375,26112,55206,204440,16720,3472,67,457,94,28,0,0,57,Pennsylvania,323035
2010,1052528,29,782,1600,6124,18432,2403,298,5,16,6,2,0,0,20,Rhode Island,29688
2010,4637106,265,5017,21090,46261,121544,13293,1551,22,207,34,17,0,0,109,South Carolina,209130
2010,816598,23,154,1634,3192,11196,800,385,2,8,4,0,0,0,51,South Dakota,17435
2010,6357436,359,8361,28016,64293,153729,14833,2173,35,219,83,19,0,0,147,Tennessee,271911
2010,25253466,1249,32843,71517,228597,654626,68023,7622,202,805,130,109,0,1,173,Texas,1064651
2010,2775479,53,1269,3620,15095,67242,5979,983,7,22,12,11,0,0,63,Utah,94304
2010,625909,7,76,596,3348,10373,439,141,1,2,2,2,0,0,17,Vermont,14997
2010,8023953,376,5678,9550,30804,145990,10609,1580,47,250,50,22,0,1,174,Virginia,204762
2010,6742950,154,5929,12476,55192,168490,25744,2579,24,93,22,12,0,0,232,Washington,270796
2010,1854368,58,776,4390,10778,28104,2419,362,11,27,9,8,0,0,33,West Virginia,46920
2010,5691659,155,4516,8305,26636,107993,8152,1191,13,97,22,19,0,0,93,Wisconsin,157041
2010,564554,8,77,870,2151,11126,592,162,1,5,1,1,0,0,2,Wyoming,14988
2011,4803689,299,4906,13591,51119,111411,10662,1370,7,49,2,1,1,0,83,Alabama,193442
2011,723860,30,576,3374,2852,14854,1388,436,6,16,5,2,0,0,8,Alaska,23518
2011,6467315,397,7145,16748,54695,155400,19801,2499,49,222,59,9,1,0,193,Arizona,256879
2011,2938582,160,2357,10426,34016,70645,5769,1230,22,110,17,4,0,0,36,Arkansas,124639
2011,37683933,1792,54291,91195,230075,596905,146842,7665,261,1220,208,101,1,1,1039,California,1129806
2011,5116302,155,3299,10346,25725,96054,11002,2285,22,73,31,21,0,0,186,Colorado,149052
2011,3586717,129,3689,5382,15468,55067,6670,689,18,94,10,6,0,0,142,Connecticut,87236
2011,908137,48,1558,3231,7617,22001,1545,307,8,28,2,3,0,0,16,Delaware,36323
2011,19082262,984,25622,66319,170171,461408,39621,5273,,,,,0,0,123,Florida,769521
2011,9812460,549,12266,21881,96014,231543,29678,2066,61,370,83,8,0,0,17,Georgia,394014
2011,1378129,20,994,2098,8165,31240,4469,353,2,1,1,3,0,,,Hawaii,47339
2011,1583744,35,188,2535,6915,24629,1331,444,4,17,8,3,0,0,37,Idaho,36114
2011,12859752,781,20217,30495,77719,237362,29387,3030,29,377,29,17,0,0,69,Illinois,399060
2011,6516353,306,6977,12578,50571,140630,14815,1758,36,183,43,22,0,0,101,Indiana,227736
2011,3064097,44,824,6149,17573,50472,3998,866,10,19,10,5,0,0,15,Iowa,79941
2011,2870386,111,1448,7528,18712,63259,6684,1122,11,73,16,10,0,0,69,Kansas,98933
2011,4366814,151,3705,5110,32750,79586,6701,1499,13,100,24,13,0,0,157,Kentucky,129659
2011,4574766,506,5235,18370,46242,113174,9113,1262,28,402,29,26,0,0,5,Louisiana,193907
2011,1328544,26,370,848,7865,24886,1078,394,4,12,7,2,0,0,55,Maine,35522
2011,5839572,399,10342,16876,35823,114951,16072,1200,75,272,34,17,0,0,49,Maryland,195712
2011,6607003,184,6768,19626,36403,101644,10782,1654,30,122,22,9,0,0,368,Massachusetts,177429
2011,9876801,617,10263,28507,69755,156666,24908,4344,43,450,89,31,1,1,377,Michigan,295439
2011,5347299,75,3385,6750,25681,102354,8148,2113,12,43,12,3,0,0,148,Minnesota,148654
2011,2977457,232,2496,4418,30722,54179,4908,863,26,138,14,9,0,0,1,Mississippi,97819
2011,6008984,366,6275,18778,44875,138879,15331,1469,28,276,42,18,0,0,121,Missouri,226094
2011,997667,29,171,2189,3347,19089,1449,366,4,7,5,2,0,0,23,Montana,26663
2011,1842234,68,993,2912,8725,38060,4109,699,7,42,9,7,0,0,36,Nebraska,55602
2011,2720028,139,4308,10092,20342,40156,9577,913,20,75,25,9,1,0,59,Nevada,85587
