year,state_population,murder,robbery,agg_assault,burglary,larceny,vehicle_theft,rape,murder_cutting,murder_firearms,murder_other,murder_unarmed,mass_shootings,hate_crime_murder,hate_crime_other,state,total
2011,1317807,16,509,1758,6244,25398,1114,581,4,6,6,0,0,0,22,New Hampshire,35642
2011,8834773,380,12209,13608,43238,129066,17415,1006,51,269,41,18,0,0,508,New Jersey,217430
2011,2078674,158,1720,9170,21419,46730,5400,856,21,60,32,8,0,0,28,New Mexico,85481
2011,19501616,769,28405,45538,65227,287361,19249,2751,160,445,143,26,0,2,543,New York,449845
2011,9651103,498,9448,21516,105534,215453,16819,1959,60,335,57,37,0,0,112,North Carolina,371339
2011,684740,24,91,1318,2458,9891,985,266,4,6,0,2,0,0,27,North Dakota,15060
2011,11541007,500,15991,15048,112901,246744,20927,3679,44,344,80,20,1,0,250,Ohio,416041
2011,3784163,212,3288,12401,36462,80064,11092,1410,26,131,21,26,0,0,30,Oklahoma,144959
2011,3868229,84,2237,6083,20704,92059,9106,1239,22,40,10,5,0,0,130,Oregon,131642
2011,12743948,639,16165,26046,57966,208604,16872,3339,73,470,66,27,0,0,19,Pennsylvania,329650
2011,1050646,20,744,1503,6836,18765,2375,319,5,5,4,0,0,0,25,Rhode Island,30587
2011,4673348,320,4631,21265,47351,122255,13637,1678,38,223,40,18,0,0,124,South Carolina,211261
2011,823593,20,167,1415,2927,11423,949,503,4,5,3,3,0,0,22,South Dakota,17426
2011,6399787,380,8082,28338,62830,153928,14142,2095,51,244,62,16,0,0,148,Tennessee,269943
2011,25631778,1130,28620,67498,215755,613131,63924,7486,175,699,134,81,0,0,153,Texas,997697
2011,2814347,50,1079,3517,13170,64727,6187,901,5,26,9,11,0,1,68,Utah,89700
2011,626592,11,99,669,3838,10720,528,146,2,4,2,0,0,0,9,Vermont,16020
2011,8104384,304,5425,8694,30656,142476,9770,1591,33,208,41,21,0,0,147,Virginia,199063
2011,6823267,163,5627,12042,56561,162828,24820,2320,29,79,36,17,0,0,213,Washington,264574
2011,1854908,87,802,4236,10245,26656,2108,372,11,43,13,7,0,0,19,West Virginia,44525
2011,5709843,138,4600,8340,27167,104472,8273,1190,21,80,13,21,0,0,79,Wisconsin,154259
2011,567356,18,71,1010,1864,10493,521,146,0,11,1,3,0,0,2,Wyoming,14125
2012,4817528,342,5020,15035,47481,111523,9874,1296,8,67,7,2,2,0,6,Alabama,190579
2012,730307,30,630,3169,2950,15565,1522,583,9,11,7,2,0,1,5,Alaska,24455
2012,6551149,358,7383,18054,52911,159808,18982,2282,40,211,58,12,0,0,176,Arizona,259954
2012,2949828,174,2310,10134,32673,70982,5734,1233,28,108,25,5,0,0,51,Arkansas,123291
2012,37999878,1884,56521,94702,245767,635090,168608,7837,261,1304,227,87,1,0,910,California,1211320
2012,5189458,152,3392,10285,26163,101091,12101,2122,29,92,22,17,1,0,189,Colorado,155496
2012,3591765,117,3709,5424,14787,55904,6478,933,17,112,14,3,1,0,149,Connecticut,87502
2012,917053,56,1498,3245,7389,21880,1438,249,5,41,8,3,0,0,10,Delaware,35765
2012,19320749,1009,23889,63929,153563,442095,37330,5260,,,,,1,1,143,Florida,727220
2012,9915646,583,12502,22447,86992,223875,28606,2143,57,390,85,9,1,0,21,Georgia,377170
2012,1390090,21,1125,1953,7653,31901,3865,279,2,3,4,4,0,,,Hawaii,46797
2012,1595590,30,243,2580,7240,23203,1382,495,3,17,4,2,0,0,35,Idaho,35208
2012,12868192,770,19480,29725,71100,235314,26292,3581,39,439,19,12,0,0,85,Illinois,386347
2012,6537782,307,6601,13975,47689,136668,13637,1661,20,205,37,13,0,0,37,Indiana,220575
2012,3075039,49,962,6255,17201,49116,4040,901,1,25,12,6,0,0,8,Iowa,78532
2012,2885398,85,1493,7609,18874,65413,6779,1105,12,50,13,9,0,0,84,Kansas,101442
2012,4379730,201,3547,4792,29877,76199,6724,1312,28,122,29,13,0,0,204,Kentucky,122856
2012,4602134,489,5458,15737,42037,112764,7872,1155,35,370,27,23,0,0,4,Louisiana,185516
2012,1328501,26,420,808,7476,24931,991,372,7,14,1,3,0,0,52,Maine,35076
2012,5884868,373,10173,16303,33803,113550,14956,1237,45,277,28,15,0,0,35,Maryland,190430
2012,6645303,121,6555,18721,34635,99453,9237,1650,33,70,12,6,0,0,290,Massachusetts,170662
2012,9882519,701,10423,29203,65560,158609,25080,4635,48,536,61,37,0,0,634,Michigan,294845
2012,5379646,99,3475,7207,25378,104316,8458,1638,21,41,16,11,1,0,72,Minnesota,150644
2012,2986450,213,2277,4460,28084,51520,4329,819,13,132,21,8,0,0,18,Mississippi,91720
2012,6024522,390,5782,19490,42510,140971,16332,1527,29,283,64,13,0,0,104,Missouri,227106
2012,1005494,29,202,2180,3920,20484,1698,392,6,11,3,2,0,0,36,Montana,28941
2012,1855350,52,1128,2912,8745,38301,4157,710,5,42,4,1,0,0,9,Nebraska,56014
2012,2754354,124,4918,10790,22120,45372,10018,931,17,70,23,6,0,0,91,Nevada,94364
2012,1321617,15,471,1869,5988,25024,1062,486,3,9,2,0,0,0,30,New Hampshire,34945
2012,8867749,388,11385,12919,42338,122662,16481,1035,63,273,32,17,0,0,505,New Jersey,207713
2012,2083540,116,1847,8740,21384,48247,5463,957,14,67,21,7,0,0,2,New Mexico,86756
2012,19576125,683,28633,47382,64389,293562,17317,2837,126,407,126,23,0,1,719,New York,455523
2012,9748364,479,9392,22609,99323,213151,16120,1984,43,309,77,41,0,0,119,North Carolina,363177
2012,701345,25,127,1292,2429,10687,1181,279,2,4,8,2,0,0,42,North Dakota,16062
2012,11553031,478,15396,15140,105312,245372,19751,3813,34,278,74,24,1,0,264,Ohio,405527
2012,3815780,220,3248,13012,36094,83131,11744,1622,24,149,18,21,1,0,21,Oklahoma,149093
2012,3899801,91,2419,5969,22051,94114,10252,1159,17,42,20,2,1,0,52,Oregon,136108
2012,12764475,707,15735,25571,57040,204409,15113,3371,68,522,74,20,0,0,38,Pennsylvania,321984
2012,1050304,36,715,1614,5929,18478,2632,292,5,19,6,4,0,0,12,Rhode Island,29708
2012,4723417,332,4511,19919,45222,122340,13487,1712,31,237,45,11,0,0,104,South Carolina,207627
2012,834047,23,157,1921,3280,12973,1073,600,1,4,4,5,0,0,30,South Dakota,20057
2012,6454914,400,8151,30615,56231,148731,12963,2047,37,254,73,23,0,0,321,Tennessee,259459
2012,26060796,1148,30385,67227,205002,606425,65032,7715,173,745,122,101,0,0,175,Texas,983109
2012,2854871,52,1105,3807,13095,67157,6032,975,10,29,6,4,0,0,102,Utah,92325
2012,625953,8,114,638,4179,11014,460,131,2,2,3,1,0,0,14,Vermont,16558
2012,8186628,322,4718,9131,29651,139654,9129,1505,37,220,38,19,0,0,138,Virginia,194248
2012,6895318,217,5801,12285,61376,166338,26663,2250,43,106,33,12,2,1,273,Washington,275206
2012,1856680,70,835,4623,11466,30800,2234,415,7,47,7,5,0,0,27,West Virginia,50470
2012,5724554,169,4692,10165,27931,104619,8230,1228,30,108,21,10,2,1,69,Wisconsin,157106
2012,576626,14,61,932,2125,10513,584,154,3,5,2,4,0,0,2,Wyoming,14385
2013,4833996,346,4645,13788,42410,108862,10563,1449,9,56,5,1,1,0,6,Alabama,182070
2013,737259,34,623,3127,2917,16599,1695,657,5,12,13,4,0,0,8,Alaska,25660
2013,6634997,355,6656,17391,48292,158036,16966,2344,56,184,55,9,1,0,201,Arizona,250242
2013,2958765,158,2261,9796,30369,70430,5678,1135,22,110,17,5,0,1,26,Arkansas,119854
2013,38431393,1746,53640,89029,232058,621557,165292,7464,238,1224,191,92,4,1,841,California,1171632
2013,5272086,174,3136,9826,25075,102375,12524,2198,34,88,39,13,0,0,129,Colorado,155437
2013,3599341,91,3551,4906,12934,52099,6241,647,12,60,5,9,0,0,144,Connecticut,80613
2013,925240,41,1233,2960,6299,21347,1355,278,4,33,2,0,0,0,13,Delaware,33526
2013,19600311,972,23200,61054,138915,433344,34911,4765,,,,,1,0,119,Florida,697281
2013,9994759,563,12704,21361,83459,229190,27159,2022,40,411,74,9,0,0,57,Georgia,376515
2013,1408987,32,934,2111,7777,32928,4561,366,2,6,1,0,0,,,Hawaii,48709
2013,1612843,29,220,2548,6693,21999,1538,516,2,15,5,4,0,0,32,Idaho,33575
2013,12890552,722,17733,28161,59093,216059,20896,3895,41,364,19,9,1,0,107,Illinois,346667
2013,6570713,357,7114,13915,42754,130534,14184,1623,19,238,41,13,0,0,75,Indiana,210556
2013,3092341,41,937,6332,15918,47803,4255,873,13,18,6,5,0,0,10,Iowa,76169
2013,2895801,117,1339,7177,17476,61557,6671,1003,8,78,16,10,0,0,68,Kansas,95408
2013,4399583,172,3247,4215,26331,72048,6069,951,23,111,22,9,0,0,172,Kentucky,113205
2013,4629284,494,5539,16331,41214,115300,9165,1248,34,356,40,23,0,0,24,Louisiana,189315
2013,1328702,24,335,907,6480,23063,911,366,5,12,2,5,0,0,25,Maine,32111
2013,5938737,384,10048,16124,31950,112551,13417,1179,57,268,29,25,0,0,51,Maryland,185704
2013,6708874,138,6705,18118,30716,97437,9121,1722,25,78,25,7,0,0,351,Massachusetts,164308
2013,9898193,625,10093,27254,56256,149794,24085,4506,43,440,106,36,0,0,333,Michigan,272946
2013,5422060,114,3674,6908,22713,100514,7966,1453,17,60,24,9,0,0,144,Minnesota,143486
2013,2992206,217,2413,4649,24969,52192,4387,726,9,110,14,9,0,0,4,Mississippi,89557
2013,6044917,369,5486,18056,38797,134514,16344,1679,41,273,45,12,0,1,104,Missouri,215350
2013,1014864,23,217,2217,4122,20192,1881,382,3,9,2,1,0,0,36,Montana,29070
2013,1868969,56,1035,3011,8945,35791,4461,621,8,39,7,3,0,0,33,Nebraska,53953
2013,2791494,163,5183,10060,23047,46132,9998,1090,24,87,36,10,1,0,73,Nevada,95747
2013,1322616,21,647,1506,4979,23355,944,522,6,5,5,5,0,0,23,New Hampshire,31997
2013,8911502,404,12084,12071,35883,118005,13746,861,53,291,37,20,0,0,414,New Jersey,193468
2013,2086895,123,1832,9470,21828,51146,5984,1135,19,59,20,8,1,0,12,New Mexico,91531
2013,19695680,644,27241,46130,56444,286676,15483,2575,136,362,113,37,1,2,613,New York,435809
2013,9848917,463,9275,21325,90182,201043,14406,1790,50,315,55,32,0,0,118,North Carolina,338602
2013,723857,16,161,1447,2979,10942,1435,288,4,4,3,0,0,0,51,North Dakota,17319
2013,11572005,478,14483,14370,91090,227799,19525,3594,37,309,69,19,0,0,341,Ohio,371680
2013,3853118,198,3023,11652,33512,81624,11282,1715,24,127,24,16,1,0,43,Oklahoma,143050
2013,3928068,82,2394,5596,20808,94363,9912,1000,12,43,18,5,0,0,68,Oregon,134223
2013,12781296,611,14739,23680,52000,197410,13766,2728,52,440,74,28,1,0,56,Pennsylvania,304991
2013,1053354,31,683,1547,5621,17881,2239,333,5,18,6,2,0,0,7,Rhode Island,28342
2013,4771929,305,3965,17760,40930,119730,12601,1739,20,224,33,19,0,0,52,South Carolina,197082
2013,845510,18,156,2052,3383,11955,936,454,1,3,4,4,0,0,21,South Dakota,18975
2013,6497269,335,7333,27895,51334,144443,11906,1904,18,223,67,19,0,0,205,Tennessee,245355
2013,26505637,1140,31810,65351,191062,605440,65787,7610,164,760,129,80,1,0,142,Texas,968343
2013,2902787,51,1247,3824,13727,67115,7492,926,6,31,7,5,0,0,76,Utah,94458
2013,626855,10,75,554,3352,10193,337,113,0,5,1,3,0,0,13,Vermont,14647
2013,8270345,320,4574,9111,26717,136215,8626,1476,30,225,40,20,0,0,123,Virginia,187162
2013,6973742,167,5829,11623,58487,172227,28425,2072,29,86,27,13,1,0,294,Washington,279125
2013,1853595,62,653,4242,9908,28055,1966,367,2,30,20,2,0,0,58,West Virginia,45311
2013,5742953,163,4834,9285,24358,93946,7390,1308,18,103,24,12,0,0,50,Wisconsin,141334
2013,583223,17,74,917,1956,10275,578,144,2,9,4,0,0,0,1,Wyoming,13962
2014,4849377,276,4701,13745,39715,104238,10141,1436,13,76,2,3,0,0,9,Alabama,174261
2014,736732,41,629,3243,3150,15445,1739,555,8,22,5,6,0,0,6,Alaska,24808
2014,6731484,319,6249,16970,43562,154091,17587,2464,33,153,66,6,0,0,265,Arizona,241507
2014,2966369,165,2050,10265,24790,68627,5601,1182,17,111,23,3,0,0,11,Arkansas,112691
2014,38802500,1699,48680,91803,202670,592670,151852,8398,256,1169,175,97,3,1,758,California,1098534
2014,5355866,151,3039,10325,23472,99464,12574,2121,25,91,20,13,0,0,94,Colorado,151240
2014,3596677,86,3159,4495,11955,51005,6110,571,17,51,5,10,0,0,125,Connecticut,77506
2014,935614,54,1269,2867,5768,20865,1267,249,4,39,3,8,0,0,13,Delaware,32352
2014,19893297,1149,24914,72895,143220,493647,42579,6051,,,,,1,1,64,Florida,784521
2014,10097343,580,12417,22052,76428,228034,26854,2159,55,416,63,6,1,0,41,Georgia,368566
2014,1419561,26,1107,2102,7778,31640,3879,314,0,1,3,1,0,,,Hawaii,46846
2014,1634464,32,204,2623,6428,22227,1661,468,6,15,4,5,0,0,26,Idaho,33669
2014,12880580,685,15299,27520,50008,199926,17451,3081,30,371,14,13,0,0,109,Illinois,314079
2014,6596855,330,6897,14686,36893,124022,13861,1615,26,222,37,14,0,1,50,Indiana,198355
2014,3107126,60,1045,6264,14428,46477,4151,828,8,27,12,8,0,0,11,Iowa,73264
2014,2904021,91,1362,7259,15828,56697,6906,1075,13,56,12,8,0,0,75,Kansas,89293
2014,4413457,160,3336,4404,23244,69604,6318,883,16,112,26,6,0,0,165,Kentucky,108114
2014,4649676,477,5695,16387,38337,112596,9891,992,46,319,30,12,1,0,9,Louisiana,184385
2014,1330089,21,304,890,5030,20592,799,360,4,6,8,3,0,0,28,Maine,28024
2014,5976407,365,9544,15133,28012,108745,13102,1144,67,208,20,14,0,0,16,Maryland,176061
2014,6745408,132,6036,18051,24964,92043,8260,1629,34,81,13,3,0,0,376,Massachusetts,151491
2014,9909877,535,8021,27519,44184,137206,21157,4049,60,342,102,27,0,0,320,Michigan,242991
2014,5457173,88,3687,6729,20773,96237,8367,1452,10,42,20,10,0,0,98,Minnesota,137431
2014,2994079,258,2430,4592,24352,58591,4519,764,14,122,17,8,0,0,2,Mississippi,95508
2014,6063589,403,5592,18482,35258,124622,16357,1706,35,314,43,10,0,0,76,Missouri,202496
2014,1023579,37,203,2532,3595,19674,2043,430,5,17,3,2,0,0,35,Montana,28549
2014,1881503,54,1043,3316,7950,35074,4455,620,7,32,8,4,0,0,47,Nebraska,52559
2014,2839099,170,5954,10564,21927,42426,10185,995,34,94,32,9,1,0,24,Nevada,92246
2014,1326813,12,537,1459,4162,21022,857,458,2,6,3,1,0,0,15,New Hampshire,28522
2014,8938175,349,10498,11225,31710,111578,11705,953,42,243,34,18,0,0,336,New Jersey,178354
2014,2085572,101,2086,8797,18505,49082,6290,1071,22,53,19,2,1,0,13,New Mexico,85946
2014,19746227,617,24045,45303,50781,272765,15736,3918,139,344,103,27,0,0,545,New York,413710
2014,9943964,510,8416,21421,79373,192694,13630,1740,39,318,63,49,0,0,140,North Carolina,317924
2014,739482,22,173,1407,2707,11384,1514,276,3,6,3,2,0,0,41,North Dakota,17524
2014,11594163,464,12753,14771,78845,227668,18015,4097,37,277,102,20,0,0,421,Ohio,357034
2014,3878051,175,3048,10744,29508,75891,10583,1277,29,104,28,6,0,0,31,Oklahoma,131257
2014,3970239,81,2093,5592,17230,87526,9549,1052,14,39,18,2,0,0,66,Oregon,123189
2014,12787209,614,13534,22189,45720,188256,13040,2787,63,453,78,15,1,0,54,Pennsylvania,286195
2014,1055173,25,529,1398,4823,16279,1833,253,7,12,5,1,0,0,5,Rhode Island,25145
2014,4832482,311,3997,17676,36721,117594,12902,1480,31,219,34,17,0,0,53,South Carolina,190734
2014,853175,20,200,2096,2818,12077,1007,413,1,6,5,3,0,0,18,South Dakota,18649
2014,6549352,371,7265,29681,46642,141206,12599,1861,43,246,60,21,0,2,196,Tennessee,239823
2014,26956958,1184,31181,65656,169234,576154,68546,8236,145,765,128,103,2,0,158,Texas,920351
2014,2942902,67,1312,3513,11518,65895,7298,945,6,36,9,10,0,0,55,Utah,90603
2014,626562,10,70,432,2034,7273,244,99,1,6,1,2,0,0,15,Vermont,10177
2014,8326289,338,4292,9400,23122,129933,7665,1432,35,228,53,21,0,0,123,Virginia,176305
2014,7061530,174,5640,11627,55290,175769,30647,2171,25,94,42,11,2,0,304,Washington,281624
2014,1850326,74,651,4358,8973,26779,1896,285,10,16,30,6,1,0,29,West Virginia,43046
2014,5757564,165,5066,9809,21216,89103,9919,1168,19,117,13,9,0,0,53,Wisconsin,136499
2014,584153,16,53,899,1689,9185,603,126,1,8,2,2,0,0,1,Wyoming,12572
2015,4858979,348,4611,15954,35255,99156,10335,1456,14,90,11,3,2,0,10,Alabama,167127
2015,738432,59,761,3671,3511,15249,2046,650,7,39,8,3,0,0,8,Alaska,25955
2015,6828065,309,6360,18235,37957,152365,16785,2294,42,171,55,10,4,1,275,Arizona,234585
2015,2978204,181,2098,11316,22640,68424,5772,1300,18,110,30,6,0,0,6,Arkansas,111737
2015,39144818,1861,52862,99349,197404,656517,170993,9387,263,1275,233,90,2,3,834,California,1189212
2015,5456574,176,3323,10759,23454,104682,16000,2377,25,115,19,17,2,0,107,Colorado,160880
2015,3590886,117,2892,4063,10053,48675,6338,582,16,73,9,9,0,0,93,Connecticut,72813
2015,945934,63,1235,3081,4773,19501,1181,243,6,52,3,2,0,0,11,Delaware,30088
2015,20271272,1041,21137,63895,109268,420341,40661,5430,,,,,6,0,72,Florida,661851
2015,10214860,615,12247,22557,66374,215867,26482,2296,38,464,60,3,8,0,44,Georgia,346490
2015,1431603,19,1203,2418,6557,42010,5779,400,6,4,2,7,0,,,Hawaii,58386
2015,1654930,32,192,2650,6124,20863,1871,533,3,24,3,0,1,0,34,Idaho,32300
2015,12859995,744,14910,28879,46443,191634,17652,3549,29,440,25,3,2,0,90,Illinois,303903
2015,6619680,373,7111,15765,34410,123918,13519,1789,22,209,29,12,1,0,63,Indiana,196949
2015,3123899,72,1047,6661,14892,44723,4342,851,10,49,5,8,0,0,6,Iowa,72594
2015,2911641,128,1818,7792,15362,56880,6957,1251,9,91,14,11,0,0,62,Kansas,90250
2015,4425092,209,3307,4668,22260,66320,7782,997,30,141,26,12,0,0,188,Kentucky,105731
2015,4670724,481,5550,17454,35453,111435,9741,1260,46,379,43,6,1,0,40,Louisiana,181415
2015,1329328,23,311,921,4684,18829,814,354,3,16,1,3,1,0,38,Maine,25975
2015,6006401,516,9863,15417,25678,100219,13151,1184,44,279,33,16,0,0,41,Maryland,166069
2015,6794422,128,5288,19071,21890,84912,8069,1608,27,81,11,7,0,0,416,Massachusetts,141382
2015,9922576,571,7796,26414,40041,131296,15764,4163,52,389,103,27,0,1,308,Michigan,226354
2015,5489594,133,3771,7094,19299,94704,7981,1686,21,79,23,10,2,0,109,Minnesota,134779
2015,2992333,259,2294,4498,24799,55748,4243,862,11,126,14,8,1,0,11,Mississippi,92715
2015,6083672,502,6376,20830,34006,122637,16999,1854,26,418,40,15,1,0,100,Missouri,203305
2015,1032949,36,210,2818,3838,20844,2418,431,8,18,3,7,1,0,45,Montana,30641
2015,1896190,62,994,3283,6422,32072,4001,652,9,43,8,1,2,0,19,Nebraska,47507
2015,2890845,178,6287,11965,22360,43426,11351,1238,25,113,30,9,0,0,58,Nevada,96863
2015,1330608,14,468,1543,3467,18871,891,461,6,8,0,0,0,0,13,New Hampshire,25728
2015,8958013,363,9729,11414,27960,105963,11778,1019,38,255,41,19,1,0,330,New Jersey,168557
2015,2085109,117,2485,9407,17085,51483,8526,1215,18,56,19,1,1,0,13,New Mexico,90332
2015,19791256,623,23177,45199,45315,261877,15060,5099,104,383,104,20,4,0,500,New York,396854
2015,10042802,517,8825,22826,74841,187907,13435,1939,41,353,77,35,5,0,161,North Carolina,310456
2015,756927,21,148,1298,2997,11440,1583,276,3,9,1,4,0,0,36,North Dakota,17799
2015,11613423,500,12554,15695,69303,213993,17229,4154,39,316,103,22,3,0,416,Ohio,333847
2015,3911338,234,3005,11418,28406,74022,10450,1352,33,149,32,19,1,0,37,Oklahoma,128925
2015,4028977,99,2146,6630,18336,89836,10547,1164,12,34,22,3,1,0,80,Oregon,128839
2015,12802503,658,13003,22373,39664,180287,12134,3122,65,497,67,22,1,0,57,Pennsylvania,271299
2015,1056298,29,556,1518,3947,14707,1389,338,10,10,6,1,0,0,18,Rhode Island,22502
2015,4896146,399,3931,18073,34551,113724,12970,1707,34,312,34,14,1,1,56,South Carolina,185413
2015,858469,32,216,2546,2960,12532,1188,441,8,12,2,5,1,0,16,South Dakota,19932
2015,6600299,406,7474,29844,43247,137679,12870,1966,40,297,51,14,3,1,220,Tennessee,233710
2015,27469114,1316,31934,67727,153054,557200,67485,8925,146,906,135,89,4,1,190,Texas,887836
2015,2995919,54,1326,4046,12468,68103,8707,1098,5,34,6,9,0,0,47,Utah,95849
2015,626042,10,101,492,1968,6660,178,121,0,8,1,1,0,0,8,Vermont,9538
2015,8382993,383,4441,9235,21340,127019,8111,1493,51,275,43,14,1,0,158,Virginia,172181
2015,7170351,211,5449,12029,50993,170509,26867,2193,18,141,36,14,0,0,275,Washington,268526
2015,1844128,70,760,4729,9170,25842,2239,420,6,30,17,4,0,0,42,West Virginia,43272
2015,5771337,240,5232,10395,19554,83385,10985,1224,37,170,25,6,3,0,45,Wisconsin,131063
2015,586107,16,59,1054,1762,8797,592,125,2,10,3,1,0,0,2,Wyoming,12407
2016,4860545,407,4687,18869,34045,97498,11716,1915,12,68,12,6,6,0,14,Alabama,169157
2016,741522,52,850,4011,4053,17766,3057,1053,3,43,6,0,0,0,11,Alaska,30853
2016,6908642,389,7045,21804,38216,150618,18483,3304,40,227,63,6,0,0,217,Arizona,240076
2016,2988231,217,2125,12007,23814,67091,7187,2214,25,151,25,8,2,0,12,Arkansas,114669
2016,39296476,1930,54789,104375,188304,637010,176756,13702,280,1368,193,89,19,0,931,California,1177816
2016,5530105,189,3525,11681,23825,108680,19641,3635,27,136,28,11,0,0,105,Colorado,171281
2016,3587685,79,2711,4588,10107,47642,7126,791,12,48,13,3,5,0,108,Connecticut,73157
2016,952698,58,1359,3131,5028,19812,1530,311,7,41,8,0,0,0,15,Delaware,31244
2016,20656589,1111,20175,59816,100325,410352,43135,7598,,,,,10,0,110,Florida,642632
2016,10313620,682,12114,24091,62715,218127,26463,3381,48,522,71,5,4,0,39,Georgia,347616
2016,1428683,35,985,1831,5983,30871,5499,601,8,19,5,3,0,,,Hawaii,45805
2016,1680026,49,213,2895,6318,20962,2077,719,5,17,21,4,0,1,26,Idaho,33260
2016,12835726,1061,17829,32161,48193,195196,19867,5003,61,799,62,19,19,0,111,Illinois,319440
2016,6634007,431,7291,16345,33567,120454,14439,2449,19,287,32,10,3,3,76,Indiana,195058
2016,3130869,73,1150,6669,15306,45580,5002,1278,12,43,10,6,0,0,17,Iowa,75075
2016,2907731,132,1757,8158,14759,60119,7415,1618,8,61,19,8,0,0,52,Kansas,94010
2016,4436113,265,3371,5068,20932,66833,9948,1748,20,207,22,11,1,0,214,Kentucky,108380
2016,4686157,555,5575,18528,34689,109492,10330,1819,33,445,52,13,5,0,26,Louisiana,181019
2016,1330232,20,268,948,4001,17131,776,413,5,11,2,2,0,0,41,Maine,23598
2016,6024752,536,10815,15841,24832,100995,13889,1827,52,328,29,21,4,0,39,Maryland,168778
2016,6823721,135,5365,18334,19204,79155,8071,2141,25,85,11,11,1,0,399,Massachusetts,132805
2016,9933445,612,7123,30779,39738,130249,20262,7268,45,443,89,20,2,0,406,Michigan,236439
2016,5525050,101,3730,7185,18582,90421,8720,2349,12,60,19,8,1,0,119,Minnesota,131208
2016,2985415,237,2433,4459,23489,54725,4307,1282,4,128,14,8,2,0,20,Mississippi,90954
2016,6091176,538,6576,22049,31716,120649,18296,2557,37,437,50,11,4,0,89,Missouri,202474
2016,1038656,37,268,2983,3966,21427,2763,598,9,17,5,3,0,0,21,Montana,32063
2016,1907603,49,946,3558,6459,32009,4729,1108,9,30,2,0,0,0,31,Nebraska,48889
2016,2939254,228,6338,11629,18816,43949,13157,1729,20,141,42,6,0,0,43,Nevada,95889
2016,1335015,19,431,1609,2989,16454,880,609,2,8,0,6,0,0,29,New Hampshire,23020
2016,8978416,378,8940,11089,25229,101459,11324,1454,29,278,42,23,5,0,283,New Jersey,160161
2016,2085432,139,2737,10182,17280,52907,11743,1527,17,60,19,3,1,0,26,New Mexico,96542
2016,19836286,629,22310,45095,39850,250990,14384,6281,130,367,99,32,7,0,595,New York,380141
2016,10156689,678,9336,24906,72082,190377,15306,2847,50,421,80,44,7,0,148,North Carolina,315687
2016,755548,16,181,1352,3248,12249,1954,356,3,8,1,2,0,0,13,North Dakota,19369
2016,11622554,683,12574,16748,67081,214102,19762,5754,39,452,104,32,4,0,471,Ohio,337179
2016,3921207,247,3174,12334,29376,76358,12276,2100,31,171,23,18,1,0,35,Oklahoma,135901
2016,4085989,116,2307,6776,16919,91507,13290,1784,24,51,24,1,0,0,108,Oregon,132807
2016,12787085,674,12314,22942,35178,174147,13069,4459,68,486,78,23,5,0,72,Pennsylvania,262860
2016,1057566,29,541,1514,3650,14157,1103,445,9,12,6,2,0,0,12,Rhode Island,21451
2016,4959822,358,4071,18217,33149,114455,13930,2491,29,281,36,17,1,0,30,South Carolina,186702
2016,861542,28,274,2808,3002,12705,1500,526,5,7,4,5,0,0,18,South Dakota,20861
2016,6649404,495,7829,31332,40607,135353,15239,2803,49,356,69,12,3,0,149,Tennessee,233810
2016,27904862,1478,33298,72842,148796,552106,68990,13446,175,1066,136,82,14,1,178,Texas,891149
2016,3044321,74,1528,4244,12938,68261,9362,1560,6,42,20,3,0,0,67,Utah,98034
2016,623354,14,78,589,1884,7637,184,170,2,6,6,0,0,0,25,Vermont,10581
2016,8414380,482,4826,10357,20159,127285,9848,2830,33,352,67,30,3,0,127,Virginia,175917
2016,7280934,195,5649,13124,49249,173423,32322,3133,19,127,38,11,3,0,395,Washington,277493
2016,1828637,85,720,5144,9127,25657,2498,684,4,47,21,4,0,0,41,West Virginia,43956
2016,5772917,232,4707,10772,19498,82455,9958,2005,27,166,21,12,0,0,39,Wisconsin,129666
2016,584910,20,59,1146,1771,8889,800,206,8,6,3,2,0,0,3,Wyoming,12894
